brand,model,rmse,mape,mae,iqr_25_75,iqr_10_90
skoda,octavia,2659.69,18.58,1649.0,200,500
skoda,octavia tour,15542.18,146.14,12547.0,22300,24000
skoda,rapid,2319.13,23.5,1610.0,0,0
skoda,roomster,2881.87,36.85,2066.0,3900,6100
skoda,s,0.0,0.0,0.0,0,0
skoda,scala,1292.57,4.45,910.0,0,0
skoda,scout,7120.38,127.22,6249.0,9800,13000
skoda,spaceback,1478.83,9.97,1080.0,0,0
skoda,superb,4056.52,14.01,2375.0,0,0
skoda,yeti,1549.92,8.54,1043.0,0,0
skywell,be11,5715.39,13.77,4666.0,7000,7000
smart,#1,2998.22,6.63,2680.0,6100,6800
smart,#3,3570.714214271425,0.0612712092647454,2500.0,3800,6000
smart,cabrio,1173.8,29.14,1167.0,1700,2500
smart,city-coupe,687.07,19.62,633.0,1500,2900
smart,crossblade,0.0,0.0,0.0,0,0
smart,forfour,1375.63,10.05,942.0,0,100
smart,fortwo,2453.28,22.59,1645.0,200,700
smart,roadster,6291.03,45.22,5100.0,5800,8400
smart,smart,1835.92,37.62,1213.0,1500,2800
ssangyong,actyon,2709.38,87.59,2326.0,2100,5500
ssangyong,actyon sports pick up,0.0,0.0,0.0,0,0
ssangyong,family,695.221787153807,0.1123456790123456,433.3333333333333,600,1000
ssangyong,k4d,0.0,0.0,0.0,0,0
ssangyong,korando,2442.18,20.53,1441.0,0,0
ssangyong,korando kj,1831.93,22.99,1363.0,900,2200
ssangyong,kyron,1942.53,41.77,1500.0,0,0
ssangyong,musso,2719.55,77.44,1709.0,3000,16900
ssangyong,rexton,1968.53,28.7,1568.0,0,0
ssangyong,rexton ii,1485.27,25.52,1048.0,0,0
ssangyong,rodius,2394.96,36.36,1811.0,0,0
ssangyong,tivoli,1728.02,9.18,1150.0,0,0
ssangyong,tivoli grand,3515.73,15.53,3394.0,3700,6500
ssangyong,torres,3291.76,8.43,2833.0,3900,6100
ssangyong,xlv,5303.19,59.78,4751.0,3400,5900
subaru,b9 tribeca,2081.6659994661327,0.7692307692307692,1666.6666666666667,2500,4000
subaru,brz,12681.72,33.87,8995.0,14300,20600
subaru,crosstrek,3667.42,7.91,2966.0,3300,5000
subaru,forester,2995.01,19.26,1901.0,0,0
subaru,impreza,11721.06,77.78,10810.0,0,0
subaru,justy,0.0,0.0,0.0,0,0
subaru,legacy,3724.71,43.19,2762.0,2900,9100
subaru,levorg,3646.98,15.79,3603.0,3200,5000
subaru,outback,3251.67,33.07,2179.0,0,0
subaru,solterra,165825640328.6,300657526.1,117256435270.0,4900,9000
subaru,tribeca,2310.844001658269,0.1275362318840579,1600.0,2400,3800
subaru,wrx sti,8045.06,20.14,7187.0,10900,20000
subaru,xv,1487.14,6.05,1097.0,0,0
suzuki,across,5251.92,10.41,4325.0,2600,8700
suzuki,alto,1664.04,33.54,1338.0,1700,3200
suzuki,baleno,4862.46,96.92,4740.0,8800,9500
suzuki,celerio,645.5811335533281,0.0612674058849579,570.0,1000,1300
suzuki,grand vitara,2369.17,31.31,1703.0,100,200
suzuki,grand vitara xl-7,1688.8754641279309,0.1566376880227952,1216.3333333333333,1800,2900
suzuki,ignis,4058.27,56.0,2175.0,0,0
suzuki,jimny,3078.75,18.41,1845.0,0,0
suzuki,kizashi,955.0,0.074177372030649,955.0,1000,1500
suzuki,liana,50.0,0.0357598978288633,50.0,0,100
suzuki,s-cross,3141.53,14.62,1853.0,0,0
suzuki,samurai,2680.76,90.55,2193.0,0,0
suzuki,splash,1354.0771765302006,0.3208850940674816,1227.5,2000,2800
suzuki,swace,3575.79,13.73,2971.0,9100,10600
suzuki,swift,1414.68,11.33,987.0,0,100
suzuki,sx4,1533.59,25.72,1015.0,0,0
suzuki,sx4 s-cross,3526.9,18.99,2717.0,4400,6000
suzuki,vitara,1923.87,29.61,1358.0,100,300
suzuki,wagon r+,200.0,0.0876190476190476,200.0,200,300
swm,g01,3791.68,13.66,2924.0,5600,8700
swm,g01f,2991.78,12.52,2873.0,1500,4300
talbot,horizon,0.0,0.0,0.0,0,0
talbot,samba,0.0,0.0,0.0,0,0
tata,aria,9682.458365518542,0.5777777777777778,6500.0,9800,15600
tata,grand safari,1470.89,97.25,1221.0,1700,3800
tata,indica,499.76,24.99,499.0,500,1200
tata,indigo,0.0,0.0,0.0,0,0
tata,safari,600.0,0.1619318181818181,600.0,600,1000
tata,telco,1515.8498166595089,0.1745682539682539,1100.0,1600,2600
tata,telcosport,200.0,0.101010101010101,200.0,200,300
tata,tl pick up,0.0,0.0,0.0,0,0
tata,vista,505.96,13.39,432.0,800,1300
tata,xenon,1600.0,0.1312169312169312,1600.0,1600,2600
tata,xenon pick up,0.0,0.0,0.0,0,0
tesla,model 3,5033.24,10.19,3256.0,100,300
tesla,model s,8687.9,21.19,7027.0,0,100
tesla,model x,9649.57,15.88,7465.0,0,0
tesla,model y,6554.62,12.85,5249.0,0,0
toyota,4runner,3966.19,85.69,3457.0,4600,8500
toyota,auris,1172.63,7.66,776.0,100,400
toyota,avensis,1336.35,23.36,967.0,0,100
toyota,avensis verso,300.0,0.0839160839160839,300.0,300,500
toyota,aygo,1153.24,19.46,820.0,0,100
toyota,aygo x cross,1940.56,7.75,1077.0,0,0
toyota,bz4x,2772.29,5.21,2169.0,3600,6300
toyota,c-hr,2198.3,6.3,1500.0,800,2300
toyota,camry,2209.59,6.65,1432.0,0,0
toyota,celica,3568.77,35.18,2583.0,0,0
toyota,corolla,2186.59,10.2,1528.0,800,2400
toyota,corolla cross,2960.74,6.86,2500.0,4000,6600
toyota,corolla sedan,7429.47,73.61,5898.0,14500,18400
toyota,corolla verso,994.68,17.04,758.0,0,0
toyota,dyna,9377.499666755526,0.9470192307692308,9375.0,18600,18800
toyota,gr supra,1955.0,0.0343718845624347,1955.0,2000,3100
toyota,gr yaris,1991.82,3.32,1274.0,0,0
toyota,gr86,5911.03,14.39,5735.0,5700,9200
toyota,gt86,7520.98,38.3,5994.0,5300,12500
toyota,highlander,20900.47,141.72,12414.0,2100,43300
toyota,hilux,3984.32,11.01,2788.0,0,100
toyota,iq,2053.47,39.44,1353.0,1500,3600
toyota,land cruiser,6207.07,16.14,4034.0,200,600
toyota,land cruiser 100,7930.47,34.16,6643.0,8500,20000
toyota,land cruiser 200,9051.933495115836,0.24828353946001,6375.0,8900,15800
toyota,land cruiser 80,10433.12,889.98,8841.0,13500,23100
toyota,land cruiser 90,4201.37,99.0,3438.0,0,0
toyota,mr2,1501.45,16.68,1501.0,1500,5500
toyota,paseo,1547.3094928509508,0.288250319284802,1016.6666666666666,1500,2400
toyota,previa,925.0,0.2773060796645702,925.0,900,1500
toyota,prius,2289.1,16.88,1667.0,0,0
toyota,prius+,3407.43,13.23,2220.0,0,0
toyota,proace city,6287.55,67.2,5082.0,6200,15100
toyota,proace city verso,3766.12,11.98,2754.0,0,0
toyota,proace verso,7758.17,21.3,5876.0,0,0
toyota,rav4,2281.87,9.22,1704.0,600,1600
toyota,supra,8999.63,42.6,8949.0,8000,10300
toyota,urban cruiser,1714.577207360462,0.2469237039784664,1365.0,2000,3300
toyota,verso,1723.12,23.71,1315.0,0,0
toyota,yaris,1541.61,18.7,1090.0,300,800
toyota,yaris cross,2255.04,6.19,1535.0,0,0
toyota,yaris verso,0.0,0.0,0.0,0,0
umm,100,3250.0,0.375,3250.0,3200,5200
vaz,215,0.0,0.0,0.0,0,0
volkswagen,amarok,9128.65,18.57,5964.0,0,0
volkswagen,arteon,3205.23,7.39,2018.0,0,100
volkswagen,beetle,2907.24,22.44,2074.0,0,0
volkswagen,bora,966.83,40.35,816.0,0,0
volkswagen,caddy,3474.13,21.38,2524.0,200,600
volkswagen,california,6766.61,16.97,5061.0,100,200
volkswagen,caravelle,6797.11,18.11,4675.0,100,400
volkswagen,cc,1804.04,8.56,1147.0,0,0
volkswagen,corrado,4051.82,16.55,2500.0,5600,16900
volkswagen,crafter,12216.44,39.25,8311.0,0,0
volkswagen,e-up!,2711.36,19.48,2279.0,1400,3400
volkswagen,eos,2575.05,19.51,1751.0,0,0
volkswagen,fox,394.09,8.86,311.0,600,1200
volkswagen,golf,2879.09,18.08,2009.0,2600,5800
volkswagen,golf plus,1272.66,15.89,844.0,0,0
volkswagen,golf sportsvan,1581.48,8.63,1066.0,0,0
volkswagen,grand california,7026.540756303915,0.062921589831483,4222.5,5200,11100
volkswagen,id. buzz,2743.05,5.73,2516.0,5700,11000
volkswagen,id.3,3385.3,7.3,2208.0,0,0
volkswagen,id.4,8978.4,78.0,5891.0,0,0
volkswagen,id.5,17907.06,129.4,9491.0,8900,13600
volkswagen,id.7,2988.76,4.6,2657.0,4600,8500
volkswagen,jetta,1565.99,27.1,1185.0,0,0
volkswagen,lt,8350.43,48.73,6272.0,10000,21000
volkswagen,lupo,1260.5,69.75,1040.0,1200,2600
volkswagen,multivan,6894.78,17.31,4500.0,200,600
volkswagen,new beetle,1857.65,31.12,1416.0,0,0
volkswagen,passat,2027.21,17.37,1288.0,600,1400
volkswagen,passat cc,2504.82,87.06,1644.0,0,0
volkswagen,phaeton,3095.94,52.57,2630.0,4900,7300
volkswagen,polo,1564.08,15.7,1047.0,600,1400
volkswagen,santana,0.0,0.0,0.0,0,0
volkswagen,scirocco,2808.86,15.94,1848.0,100,300
volkswagen,sharan,2543.62,16.61,1686.0,0,100
volkswagen,t-cross,1518.14,5.39,1095.0,200,700
volkswagen,t-roc,1970.64,5.18,1273.0,400,1400
volkswagen,taigo,2637.38,7.7,1722.0,100,300
volkswagen,taro,0.0,0.0,0.0,0,0
volkswagen,tiguan,3307.8,9.6,2100.0,1000,2600
volkswagen,tiguan allspace,3309.94,7.3,2432.0,0,0
volkswagen,touareg,4100.79,20.68,2832.0,200,700
volkswagen,touran,1773.26,11.57,1241.0,300,900
volkswagen,transporter,4714.97,37.64,3802.0,100,400
volkswagen,up!,1296.96,11.55,979.0,0,0
volkswagen,vento,978.72,68.8,924.0,1400,1800
volvo,240,1551.54,66.53,1163.0,2100,2600
volvo,340,0.0,0.0,0.0,0,0
volvo,360,0.0,0.0,0.0,0,0
volvo,440,350.0,0.3354166666666667,350.0,400,600
volvo,460,358.0907706154963,0.1850362764635416,251.5,400,600
volvo,480,1675.559608011604,0.901171343537415,1550.0,2700,3400
volvo,740,2829.605390627228,0.2542588354945334,1666.6666666666667,2500,4000
volvo,850,1546.0,149.03,1436.0,1400,2400
volvo,940,1603.46,31.78,1217.0,1100,2400
volvo,960,0.0,0.0,0.0,0,0
volvo,c30,1398.61,16.04,1019.0,0,0
volvo,c40,10360.94,110.76,4691.0,0,0
volvo,c70,3881.39,62.1,3484.0,5700,7500
volvo,ex30,4415.98,7.94,3021.0,0,2700
volvo,s40,1531.63,74.04,1113.0,0,0
volvo,s60,2105.8,21.79,1453.0,0,100
volvo,s60 cross country,0.0,0.0,0.0,0,0
volvo,s70,1922.94,90.18,1833.0,2300,7300
volvo,s80,2440.23,31.91,1692.0,0,0
volvo,s90,1793.07,4.47,1239.0,0,0
volvo,v40,1504.67,10.71,1057.0,0,100
volvo,v40 cross country,2226.92,11.84,1101.0,0,0
volvo,v50,1559.66,44.57,1190.0,0,0
volvo,v60,3054.56,9.26,1884.0,0,100
volvo,v60 cross country,2311.68,5.92,1492.0,0,0
volvo,v70,2135.32,110.4,1499.0,3500,6000
volvo,v70 xc,425.8716551575917,0.1419164789464564,303.3333333333333,500,700
volvo,v90,3774.88,7.66,2483.0,0,0
volvo,v90 cross country,3585.4,6.77,2551.0,0,0
volvo,xc40,3443.84,7.01,2149.0,500,1600
volvo,xc60,4117.59,8.45,2572.0,700,2100
volvo,xc70,2111.73,11.31,1210.0,0,0
volvo,xc90,4300.7,10.76,2925.0,400,1100
yudo,3,5172.17,20.43,3836.0,7100,7300
zhidou,d2s,4320.0,0.3332769279425638,4320.0,4300,6900
